keyGenRSA(1024),keyGenRSA(2048),keyGenRSA(3072)
0.0003652999999999851,0.00036490000000000133,0.00037090000000000733
0.0003732999999999931,0.0003690000000000082,0.00036509999999997933
0.00037709999999999133,0.00037339999999999596,0.0010618999999999768
0.00038299999999999446,0.00036479999999999846,0.0003654000000000157
0.00036530000000001284,0.0003684000000000187,0.0004738999999999993
0.00036839999999999096,0.0003646999999999956,0.0003681999999999852
0.0003646999999999956,0.00036539999999998796,0.0003651000000000071
0.00036530000000001284,0.00036890000000000533,0.00036479999999999846
0.0003690000000000082,0.0003645999999999927,0.0003685000000000216
0.0003642999999999841,0.00036849999999999383,0.0003644000000000147
0.00036839999999999096,0.00036520000000000996,0.00036880000000000246
0.00036430000000001184,0.0003651000000000071,0.0003651999999999822
0.00036539999999998796,0.00036899999999998045,0.0003652999999999851
0.00038869999999999183,0.0003650000000000042,0.00036479999999999846
0.0003646999999999956,0.0003644000000000147,0.00036839999999999096
0.00036439999999998696,0.00036830000000001584,0.0003646999999999956
0.0003691000000000111,0.0003645999999999927,0.0003691000000000111
0.00036439999999998696,0.0003681000000000101,0.0003644000000000147
0.0003642999999999841,0.00036649999999999183,0.0003645999999999927
0.00036549999999999083,0.00036549999999999083,0.0003651000000000071
0.00036530000000001284,0.00038290000000001934,0.0003644000000000147
0.0003715999999999997,0.0003646999999999956,0.00043340000000000045
0.0003732999999999931,0.00037330000000002084,0.0003732999999999931
0.0004050999999999916,0.0003877999999999937,0.0003645999999999927
0.0003690000000000082,0.00036549999999999083,0.0003686999999999996
0.00036539999999998796,0.0003690000000000082,0.0003650000000000042
0.0003646999999999956,0.00036490000000000133,0.00036449999999998983
0.00036479999999999846,0.0003646999999999956,0.0003712999999999911
0.0003652999999999851,0.00036820000000001296,0.0003645999999999927
0.00036849999999999383,0.0003645000000000176,0.00036820000000001296
0.0003644000000000147,0.00036830000000001584,0.0003645999999999927
0.0003685999999999967,0.0003645999999999927,0.0003661000000000081
0.0003645000000000176,0.00036520000000000996,0.00036530000000001284
0.00036430000000001184,0.00036839999999999096,0.0003983000000000181
0.00037180000000000546,0.00036460000000002046,0.00036490000000000133
0.00036479999999999846,0.00036539999999998796,0.0003680000000000072
0.00036530000000001284,0.0003697000000000006,0.00036520000000000996
0.0003681000000000101,0.00036520000000000996,0.0003676999999999986
0.0003651000000000071,0.00036820000000001296,0.00036539999999998796
0.00036520000000000996,0.0003651000000000071,0.0003654000000000157
0.0003671999999999842,0.00036530000000001284,0.00036809999999998233
0.00036460000000002046,0.00040460000000000496,0.0003646999999999956
0.00037590000000001234,0.0003726000000000007,0.0003752999999999951
0.00036460000000002046,0.0003646999999999956,0.00043540000000000245
0.00038209999999999633,0.00036799999999997945,0.0003645999999999927
0.00036749999999999283,0.00036439999999998696,0.0003671000000000091
0.0003645999999999927,0.00036439999999998696,0.0003645999999999927
0.0003645999999999927,0.0003646999999999956,0.0003646999999999956
0.0003675000000000206,0.0003651000000000071,0.0003678000000000292
0.00036449999999998983,0.00036799999999997945,0.0003652999999999573
0.00036760000000002346,0.0003650000000000042,0.0003677999999999737
0.0003647000000000511,0.0008929000000000298,0.00036490000000000133
0.00036759999999996795,0.0003649999999999487,0.0003678999999999766
0.00036449999999998983,0.0003674000000000177,0.00041839999999998545
0.0003850999999999716,0.0003652999999999573,0.0003651000000000071
0.00036449999999998983,0.00036530000000001284,0.00036519999999995445
0.0003650000000000042,0.00036800000000003497,0.00036449999999998983
0.00038290000000001934,0.0003642999999999841,0.0003677999999999737
0.00036439999999998696,0.0003673999999999622,0.0003645999999999927
0.0003672999999999593,0.0003652999999999573,0.0003651000000000071
0.0003642999999999841,0.0003651000000000071,0.0003652999999999573
0.00036479999999999846,0.0006046000000000107,0.0009044999999999748
0.0009253999999999651,0.0009257000000000293,0.000955100000000042
0.0009095000000000075,0.000909099999999996,0.0009028000000000369
0.0009014999999999995,0.0009065000000000323,0.0009057000000000093
0.0009032999999999958,0.0009021000000000168,0.0009048000000000389
0.0009516999999999998,0.0008940000000000059,0.0009024999999999728
0.0009075000000000055,0.000900700000000032,0.0009197000000000233
0.0009072999999999998,0.0006101000000000023,0.00036449999999998983
0.0008592000000000044,0.0008991999999999889,0.000892700000000024
0.0009078999999999615,0.0009017000000000053,0.0009063000000000265
0.0009025999999999756,0.0009003000000000205,0.0008997000000000033
0.0004933999999999772,0.0009028999999999843,0.0009018000000000082
0.0009006999999999765,0.0009303999999999979,0.0008997000000000033
0.0007357000000000058,0.0008983000000000185,0.000901099999999988
0.0008619999999999739,0.0008971999999999869,0.0008965999999999696
0.00036449999999998983,0.0004935000000000356,0.0009009999999999851
0.0003645999999999927,0.0008960000000000079,0.0008971000000000395
0.0009071999999999969,0.0008029999999999982,0.00036479999999999846
0.0006701999999999542,0.0005665999999999727,0.00036449999999998983
0.0008956999999999993,0.0008971999999999869,0.0008991999999999889
